country,happiness_score,economy_gdp_per_capita,family,health_life_expectancy,freedom,trust_government_corruption,generosity,year,region
Ethiopia,4.241499900817871,0.7880569100379944,0.8089874386787415,0.45651620626449585,0.47245100140571594,0.13582712411880493,0.20460015535354614,2022,Sub-Saharan Africa
Yemen*,4.196899890899658,0.6914390921592712,1.0425920486450195,0.383644163608551,0.32958880066871643,0.09788461774587631,0.09038746356964111,2022,NA
Mauritania*,4.152599811553955,1.100187063217163,0.864883303642273,0.44998860359191895,0.30393680930137634,0.13846828043460846,0.08836424350738525,2022,NA
Jordan,4.152100086212158,1.323523998260498,0.7241126298904419,0.6749829053878784,0.4758279621601105,0.2003200352191925,0.05787775665521622,2022,Middle East and North Africa
Togo,4.112299919128418,0.7711066007614136,0.3215048611164093,0.3597058057785034,0.2917749881744385,0.13241630792617798,0.17440930008888245,2022,Sub-Saharan Africa
India,3.777100086212158,1.16701340675354,0.3755294382572174,0.47140491008758545,0.6471344828605652,0.12331824749708176,0.19789443910121918,2022,South Asia
Zambia,3.7597999572753906,0.9301825165748596,0.5772325992584229,0.3064526319503784,0.5252918004989624,0.08290599286556244,0.20278066396713257,2022,Sub-Saharan Africa
Malawi,3.7504000663757324,0.6478205323219299,0.2792975604534149,0.38820958137512207,0.47693949937820435,0.15704213082790375,0.1401967853307724,2022,Sub-Saharan Africa
Tanzania,3.702399969100952,0.8484562635421753,0.5970168709754944,0.4254571795463562,0.5777864456176758,0.2704537510871887,0.248356893658638,2022,Sub-Saharan Africa
Sierra Leone,3.5739998817443848,0.6857039332389832,0.41605404019355774,0.27284371852874756,0.38702869415283203,0.05450144037604332,0.20228055119514465,2022,Sub-Saharan Africa
Lesotho*,3.5118000507354736,0.8386673331260681,0.8479581475257874,0,0.418751060962677,0.018400054425001144,0.07606732845306396,2022,NA
Botswana*,3.471100091934204,1.5025898218154907,0.8154734373092651,0.2798006534576416,0.571353018283844,0.10199251770973206,0.012459135614335537,2022,NA
Rwanda*,3.268199920654297,0.785251796245575,0.13269758224487305,0.4615268409252167,0.6214788556098938,0.5442358255386353,0.18666201829910278,2022,NA
Zimbabwe,2.9951000213623047,0.9466041326522827,0.6904597878456116,0.2700861990451813,0.32920336723327637,0.10494278371334076,0.10626501590013504,2022,Sub-Saharan Africa
Lebanon,2.9553000926971436,1.3920683860778809,0.49799853563308716,0.6309643387794495,0.10279864817857742,0.03376094624400139,0.08219129592180252,2022,Middle East and North Africa
Afghanistan,2.4038000106811523,0.757993757724762,0,0.2886260449886322,0,0.004881666973233223,0.08887280523777008,2022,South Asia
Finland,7.804200172424316,1.8883804082870483,1.584899663925171,0.5345736742019653,0.7715099453926086,0.5352985858917236,0.12633119523525238,2023,Western Europe
Denmark,7.586400032043457,1.949405550956726,1.5478748083114624,0.5373024940490723,0.7344158887863159,0.5252211689949036,0.20845851302146912,2023,Western Europe
Iceland,7.529600143432617,1.925507664680481,1.6196664571762085,0.5590963959693909,0.7381637096405029,0.1871187835931778,0.2496354877948761,2023,Western Europe
Israel,7.472899913787842,1.8333979845046997,1.5206738710403442,0.5767300128936768,0.5685182809829712,0.15829205513000488,0.12404771149158478,2023,Middle East and North Africa
Netherlands,7.4029998779296875,1.9422738552093506,1.4882279634475708,0.545473039150238,0.6723272204399109,0.3940616548061371,0.2505474090576172,2023,Western Europe
Sweden,7.395199775695801,1.920950174331665,1.510329008102417,0.5618247389793396,0.753629207611084,0.5204691290855408,0.22484809160232544,2023,Western Europe
Norway,7.315499782562256,1.9944396018981934,1.5210087299346924,0.5441108345985413,0.7518265247344971,0.4629554748535156,0.2118891179561615,2023,Western Europe
Switzerland,7.240099906921387,2.021803140640259,1.4628159999847412,0.5822543501853943,0.6779153347015381,0.4747002124786377,0.15074977278709412,2023,Western Europe
Luxembourg,7.22790002822876,2.199664354324341,1.3568785190582275,0.5488784313201904,0.7096718549728394,0.4183795750141144,0.1492813527584076,2023,Western Europe
New Zealand,7.122900009155273,1.841704249382019,1.5435456037521362,0.5127779245376587,0.6719269156455994,0.4712207019329071,0.23023483157157898,2023,North America and ANZ
Austria,7.097300052642822,1.9267181158065796,1.381974697113037,0.5345751643180847,0.6295605897903442,0.30965307354927063,0.19094683229923248,2023,Western Europe
Australia,7.094600200653076,1.8987950086593628,1.4967434406280518,0.5318475961685181,0.6767511963844299,0.3102680742740631,0.24243208765983582,2023,North America and ANZ
Canada,6.960700035095215,1.8814388513565063,1.48391854763031,0.541386604309082,0.6558169722557068,0.36449259519577026,0.2182796448469162,2023,North America and ANZ
Ireland,6.910799980163574,2.1521122455596924,1.4247467517852783,0.5386596918106079,0.6557011008262634,0.40908679366111755,0.18561090528964996,2023,Western Europe
United States,6.893700122833252,1.980279803276062,1.459589958190918,0.3901733458042145,0.5573698282241821,0.17225846648216248,0.20967255532741547,2023,North America and ANZ
Germany,6.8917999267578125,1.9194389581680298,1.4009678363800049,0.5386563539505005,0.6177360415458679,0.36495622992515564,0.1525479108095169,2023,Western Europe
Belgium,6.859099864959717,1.9068782329559326,1.448750376701355,0.5277373194694519,0.5902925133705139,0.2725510895252228,0.13719281554222107,2023,Western Europe
Czechia,6.845200061798096,1.823468804359436,1.5439990758895874,0.47734886407852173,0.6931394934654236,0.05023914948105812,0.15776601433753967,2023,NA
United Kingdom,6.795599937438965,1.8569034337997437,1.3662347793579102,0.5114142894744873,0.6261729598045349,0.34023383259773254,0.2723426818847656,2023,Western Europe
Lithuania,6.763000011444092,1.8079818487167358,1.5105764865875244,0.43231698870658875,0.48732560873031616,0.08881905674934387,0.05851771682500839,2023,Central and Eastern Europe
France,6.661300182342529,1.8556448221206665,1.4334245920181274,0.5659090876579285,0.5816452503204346,0.26965373754501343,0.0826210081577301,2023,Western Europe
Slovenia,6.649899959564209,1.815317153930664,1.5388127565383911,0.5318995714187622,0.7074655294418335,0.11305804550647736,0.14415787160396576,2023,Central and Eastern Europe
Costa Rica,6.608500003814697,1.5869576930999756,1.3395427465438843,0.503240168094635,0.6831671595573425,0.11551912128925323,0.09897762537002563,2023,Latin America and Caribbean
Romania,6.589099884033203,1.7259292602539062,1.2797365188598633,0.4228858947753906,0.6309942007064819,0,0.044280145317316055,2023,Central and Eastern Europe
Singapore,6.586699962615967,2.1679413318634033,1.3544509410858154,0.6067776083946228,0.6600772142410278,0.5608206987380981,0.17009367048740387,2023,Southeast Asia
United Arab Emirates,6.571199893951416,2.0150415897369385,1.2230294942855835,0.4008787274360657,0.745395302772522,0.24732458591461182,0.18777425587177277,2023,Middle East and North Africa
Taiwan Province of China,6.535399913787842,1.8903347253799438,1.371842384338379,0.4923414885997772,0.5619380474090576,0.1777113676071167,0.06723929941654205,2023,East Asia
Uruguay,6.493899822235107,1.617422103881836,1.4445520639419556,0.4351235330104828,0.6834053993225098,0.25392407178878784,0.10176099836826324,2023,Latin America and Caribbean
Slovakia,6.468599796295166,1.7310861349105835,1.5439553260803223,0.47157514095306396,0.4944794178009033,0.022385867312550545,0.1276090145111084,2023,Central and Eastern Europe
Saudi Arabia,6.462600231170654,1.8609226942062378,1.3704391717910767,0.3506397604942322,0.6815623044967651,0.17031432688236237,0.09315761178731918,2023,Middle East and North Africa
Estonia,6.4552001953125,1.7984774112701416,1.5264379978179932,0.4937084913253784,0.7281054854393005,0.3721884787082672,0.15347428619861603,2023,Central and Eastern Europe
Spain,6.436200141906738,1.7981053590774536,1.4913617372512817,0.5672692060470581,0.5329196453094482,0.1565551459789276,0.10105776786804199,2023,Western Europe
Italy,6.4045000076293945,1.8317288160324097,1.364630103111267,0.5590959787368774,0.43763837218284607,0.06255556643009186,0.09697206318378448,2023,Western Europe
Kosovo,6.367599964141846,1.3744702339172363,1.2692053318023682,0.3723197281360626,0.6385247111320496,0.045100852847099304,0.27524492144584656,2023,Central and Eastern Europe
Chile,6.333799839019775,1.645203709602356,1.3837307691574097,0.5114095211029053,0.5464231371879578,0.07616753876209259,0.13051360845565796,2023,Latin America and Caribbean
Mexico,6.329500198364258,1.550388216972351,1.168708324432373,0.38880425691604614,0.6315385103225708,0.11513185501098633,0.08623164147138596,2023,Latin America and Caribbean
Malta,6.299900054931641,1.8413457870483398,1.4684698581695557,0.5468358397483826,0.6706803441047668,0.14341334998607635,0.20044934749603271,2023,Western Europe
Panama,6.264500141143799,1.713736891746521,1.4018425941467285,0.47463858127593994,0.6300383806228638,0.036380667239427567,0.0648609921336174,2023,Latin America and Caribbean
Poland,6.259699821472168,1.7667744159698486,1.4744794368743896,0.4773264229297638,0.5107993483543396,0.13861407339572906,0.11982447654008865,2023,Central and Eastern Europe
Nicaragua,6.258800029754639,1.1085658073425293,1.291988730430603,0.3847053647041321,0.6597586274147034,0.21780285239219666,0.1476614624261856,2023,Latin America and Caribbean
Latvia,6.212699890136719,1.73714280128479,1.5049731731414795,0.4051622152328491,0.580150842666626,0.0707940086722374,0.10660862177610397,2023,Central and Eastern Europe
Bahrain,6.1732001304626465,1.8825600147247314,1.2693383693695068,0.38948526978492737,0.7483083009719849,0.13780325651168823,0.19922074675559998,2023,Middle East and North Africa
Guatemala,6.150300025939941,1.287179708480835,1.188223958015442,0.30978888273239136,0.6311976909637451,0.06626451015472412,0.10570834577083588,2023,Latin America and Caribbean
Kazakhstan,6.143899917602539,1.6638872623443604,1.4906219244003296,0.38885146379470825,0.6275635957717896,0.1487179398536682,0.13617226481437683,2023,Commonwealth of Independent States
Serbia,6.143599987030029,1.551958441734314,1.3431038856506348,0.4238874316215515,0.6166508793830872,0.08069434762001038,0.24588437378406525,2023,Central and Eastern Europe
Cyprus,6.130000114440918,1.823535442352295,1.2244642972946167,0.5795837640762329,0.4554170072078705,0.04963978752493858,0.10422416031360626,2023,Western Europe
Japan,6.129000186920166,1.825132131576538,1.3963241577148438,0.6217486262321472,0.5560483932495117,0.20712538063526154,0.009303618222475052,2023,East Asia
Croatia,6.125,1.72653329372406,1.4545847177505493,0.4746306836605072,0.49966320395469666,0.002726536011323333,0.08672208338975906,2023,Central and Eastern Europe
Brazil,6.124599933624268,1.4544808864593506,1.250219464302063,0.38740670680999756,0.5584881901741028,0.1370965987443924,0.1314038187265396,2023,Latin America and Caribbean
El Salvador,6.121600151062012,1.2776421308517456,1.0442631244659424,0.38327082991600037,0.7131232619285583,0.22166745364665985,0.07853514701128006,2023,Latin America and Caribbean
Hungary,6.041200160980225,1.7544872760772705,1.5188888311386108,0.43513578176498413,0.5005857944488525,0.06462839245796204,0.10468287020921707,2023,Central and Eastern Europe
Argentina,6.02370023727417,1.5895475149154663,1.3881741762161255,0.42695173621177673,0.5868987441062927,0.08242520689964294,0.0884210467338562,2023,Latin America and Caribbean
Honduras,6.022500038146973,1.114858865737915,1.0716112852096558,0.34147703647613525,0.6134178042411804,0.061733901500701904,0.1886652708053589,2023,Latin America and Caribbean
Uzbekistan,6.0142998695373535,1.2271769046783447,1.3474141359329224,0.37519484758377075,0.7402471899986267,0.20837432146072388,0.2595858573913574,2023,Commonwealth of Independent States
Malaysia,6.01230001449585,1.6649701595306396,1.155066728591919,0.3850533664226532,0.6588239669799805,0.12220989912748337,0.22205737233161926,2023,Southeast Asia
Portugal,5.9679999351501465,1.7580631971359253,1.3555439710617065,0.5373093485832214,0.693030834197998,0.03653901442885399,0.031227661296725273,2023,Western Europe
South Korea,5.951099872589111,1.85275399684906,1.1879149675369263,0.6026955842971802,0.44603991508483887,0.1632450670003891,0.11163512617349625,2023,East Asia
Greece,5.9309000968933105,1.707674264907837,1.246871829032898,0.5345674753189087,0.24788780510425568,0.09731749445199966,0.007891758345067501,2023,Western Europe
Mauritius,5.902299880981445,1.5889784097671509,1.3817156553268433,0.3356765806674957,0.5739434361457825,0.11043675243854523,0.12128746509552002,2023,Sub-Saharan Africa
Thailand,5.8429999351501465,1.5151944160461426,1.344265341758728,0.46099820733070374,0.6237058639526367,0.013393301516771317,0.2913073003292084,2023,Southeast Asia
Mongolia,5.840199947357178,1.379249095916748,1.4941073656082153,0.24439497292041779,0.42519521713256836,0.05756490305066109,0.2386225461959839,2023,East Asia
Kyrgyzstan,5.825300216674805,1.0612764358520508,1.4393519163131714,0.4174804985523224,0.7354274392127991,0.018120765686035156,0.23373466730117798,2023,Commonwealth of Independent States
Moldova,5.819200038909912,1.424565315246582,1.301645278930664,0.37515535950660706,0.609571099281311,0.020222235471010208,0.09346220642328262,2023,Commonwealth of Independent States
China,5.81790018081665,1.5103861093521118,1.2487590312957764,0.4675142765045166,0.6656950116157532,0.1445867121219635,0.11454950273036957,2023,East Asia
Vietnam,5.763299942016602,1.3485907316207886,1.2119914293289185,0.3806960880756378,0.7412129044532776,0.12194114923477173,0.13447675108909607,2023,Southeast Asia
Paraguay,5.737800121307373,1.4284915924072266,1.4265047311782837,0.39152535796165466,0.6776077151298523,0.06195641681551933,0.14756092429161072,2023,Latin America and Caribbean
Montenegro,5.7221999168396,1.5371142625808716,1.3849304914474487,0.4242248237133026,0.5633713006973267,0.0606328509747982,0.17049303650856018,2023,Central and Eastern Europe
Jamaica,5.702700138092041,1.3047146797180176,1.3286206722259521,0.4106014668941498,0.5865006446838379,0.03869432210922241,0.07941938936710358,2023,Latin America and Caribbean
Bolivia,5.684299945831299,1.2401587963104248,1.1872327327728271,0.3288326859474182,0.6476932764053345,0.05966056510806084,0.10277913510799408,2023,Latin America and Caribbean
Russia,5.660699844360352,1.679553747177124,1.3825452327728271,0.3655700087547302,0.44942495226860046,0.09144564718008041,0.12014270573854446,2023,Commonwealth of Independent States
Bosnia and Herzegovina,5.632500171661377,1.4665228128433228,1.3614246845245361,0.42899391055107117,0.4850519001483917,0.008274044841527939,0.24717839062213898,2023,Central and Eastern Europe
Colombia,5.63040018081665,1.4552850723266602,1.2133201360702515,0.4855212867259979,0.5623914003372192,0.06843424588441849,0.0804615467786789,2023,Latin America and Caribbean
Dominican Republic,5.568900108337402,1.5363973379135132,1.2269470691680908,0.35063061118125916,0.6232869029045105,0.19503574073314667,0.08342350274324417,2023,Latin America and Caribbean
Ecuador,5.558899879455566,1.342591404914856,1.1731176376342773,0.4759995639324188,0.5596871376037598,0.06913671642541885,0.07865968346595764,2023,Latin America and Caribbean
Peru,5.525899887084961,1.3896845579147339,1.1534433364868164,0.49914878606796265,0.5492284297943115,0.02677234448492527,0.07266146689653397,2023,Latin America and Caribbean
Philippines,5.522900104522705,1.2380532026290894,1.1078919172286987,0.2862890660762787,0.714474618434906,0.14110378921031952,0.10429764539003372,2023,Southeast Asia
Bulgaria,5.466100215911865,1.6354175806045532,1.4572725296020508,0.4078706204891205,0.5574341416358948,0.012971367686986923,0.10594089329242706,2023,Central and Eastern Europe
Nepal,5.360300064086914,0.9788516759872437,1.0268685817718506,0.2810980975627899,0.5672988295555115,0.10436979681253433,0.2147323489189148,2023,South Asia
Armenia,5.341700077056885,1.4661458730697632,1.1339071989059448,0.442997008562088,0.5508717894554138,0.16019709408283234,0.0530974417924881,2023,Commonwealth of Independent States
Tajikistan,5.329800128936768,0.971865713596344,1.2484393119812012,0.29141175746917725,0.5993067622184753,0.29188746213912964,0.10436795651912689,2023,Commonwealth of Independent States
Algeria,5.329100131988525,1.3533517122268677,1.2980681657791138,0.40921828150749207,0.25230395793914795,0.1519797146320343,0.07345454394817352,2023,Middle East and North Africa
Hong Kong S.A.R. of China,5.308499813079834,1.9509402513504028,1.201336145401001,0.7015898823738098,0.40679728984832764,0.38999292254447937,0.122539222240448,2023,East Asia
Albania,5.277299880981445,1.449203372001648,0.9512205123901367,0.4800824522972107,0.5491721034049988,0.0365266352891922,0.13271169364452362,2023,Central and Eastern Europe
Indonesia,5.276899814605713,1.383815884590149,1.1686501502990723,0.3138144016265869,0.6633294224739075,0.038032881915569305,0.4215450584888458,2023,Southeast Asia
South Africa,5.274600028991699,1.416947603225708,1.4279369115829468,0.1487330049276352,0.46367108821868896,0.01930113695561886,0.08995087444782257,2023,Sub-Saharan Africa
Congo (Brazzaville),5.267099857330322,0.9211781620979309,0.6650123000144958,0.14494769275188446,0.46362507343292236,0.13602150976657867,0.134102925658226,2023,Sub-Saharan Africa
North Macedonia,5.253600120544434,1.4978708028793335,1.1705783605575562,0.40788641571998596,0.5154193043708801,0.01960720308125019,0.20684754848480225,2023,Central and Eastern Europe
Venezuela,5.210599899291992,0,1.256657600402832,0.3411180377006531,0.36869797110557556,0.08427201211452484,0.2053084671497345,2023,Latin America and Caribbean
Laos,5.1107001304626465,1.2321990728378296,0.8528011441230774,0.25653761625289917,0.7148841023445129,0.16228289902210236,0.18525107204914093,2023,Southeast Asia
Georgia,5.109099864959717,1.477461338043213,0.9468309879302979,0.3656463027000427,0.5387157797813416,0.20069587230682373,0,2023,Commonwealth of Independent States
Guinea,5.071700096130371,0.8441724181175232,0.7762272357940674,0.07234486192464828,0.36870914697647095,0.10179644078016281,0.20360732078552246,2023,Sub-Saharan Africa
Ukraine,5.071400165557861,1.3581942319869995,1.354416847229004,0.35475051403045654,0.5506308674812317,0.01600913517177105,0.2653694748878479,2023,Commonwealth of Independent States
Ivory Coast,5.052700042724609,1.0937527418136597,0.5835306644439697,0.1204984113574028,0.46710219979286194,0.13124768435955048,0.13794459402561188,2023,Sub-Saharan Africa
Gabon,5.0346999168396,1.4384474754333496,1.020937442779541,0.1831405758857727,0.3461649715900421,0.10226478427648544,0.0360904298722744,2023,Sub-Saharan Africa
Nigeria,4.980599880218506,1.064864993095398,1.0065486431121826,0.0915655568242073,0.4481388330459595,0.01283709891140461,0.17551828920841217,2023,Sub-Saharan Africa
Cameroon,4.973199844360352,0.9647701978683472,0.8712012767791748,0.11762183159589767,0.40538862347602844,0.05925314873456955,0.14435206353664398,2023,Sub-Saharan Africa
Mozambique,4.953999996185303,0.5700973868370056,0.8853094577789307,0,0.6252136826515198,0.19241021573543549,0.16148334741592407,2023,Sub-Saharan Africa
Iraq,4.940899848937988,1.2809834480285645,0.9525938034057617,0.32381361722946167,0.3514840006828308,0.03783709183335304,0.13353405892848969,2023,Middle East and North Africa
State of Palestine,4.907800197601318,1.1439604759216309,1.3088682889938354,NA,0.41632840037345886,0.06682378798723221,0.06540855020284653,2023,NA
Morocco,4.9028000831604,1.2360212802886963,0.5349344611167908,0.3370566666126251,0.5397968888282776,0.08470867574214935,0.012604890391230583,2023,Middle East and North Africa
Iran,4.876299858093262,1.4645715951919556,1.1018677949905396,0.41060003638267517,0.2806774079799652,0.13040226697921753,0.22921785712242126,2023,Middle East and North Africa
Senegal,4.855100154876709,0.9427269101142883,0.7273567318916321,0.230744406580925,0.5189372897148132,0.05959148705005646,0.1422114372253418,2023,Sub-Saharan Africa
Mauritania,4.723899841308594,1.0989632606506348,0.7642542123794556,0.24371562898159027,0.3201403021812439,0.19465650618076324,0.12956364452838898,2023,Sub-Saharan Africa
Burkina Faso,4.637599945068359,0.7675022482872009,0.8137190341949463,0.10710924863815308,0.4189414381980896,0.11297206580638885,0.18760032951831818,2023,Sub-Saharan Africa
Namibia,4.630799770355225,1.2889835834503174,1.125555157661438,0.1449827253818512,0.38303688168525696,0.07070063799619675,0.06905322521924973,2023,Sub-Saharan Africa
Turkiye,4.613500118255615,1.714365839958191,1.1479283571243286,0.4668031334877014,0.12466537207365036,0.09611735492944717,0.09510792791843414,2023,NA
Ghana,4.605000019073486,1.1006957292556763,0.7561179399490356,0.19706325232982635,0.5259996056556702,0.03477870300412178,0.2111475020647049,2023,Sub-Saharan Africa
Pakistan,4.5553998947143555,1.0808181762695312,0.6567456722259521,0.15754808485507965,0.5110501050949097,0.1020449548959732,0.14062462747097015,2023,South Asia
Niger,4.501299858093262,0.5610174536705017,0.6282872557640076,0.13677246868610382,0.5404208898544312,0.1400602012872696,0.1537584811449051,2023,Sub-Saharan Africa
Tunisia,4.496699810028076,1.3330357074737549,0.9811620116233826,0.4215024709701538,0.2592920660972595,0.01601003110408783,0.022359324619174004,2023,Middle East and North Africa
Kenya,4.486599922180176,1.0513869524002075,0.8807329535484314,0.18986286222934723,0.41777968406677246,0.05491529777646065,0.29101863503456116,2023,Sub-Saharan Africa
Sri Lanka,4.4415998458862305,1.4217795133590698,1.2241677045822144,0.4255845248699188,0.5388301610946655,0.08638095110654831,0.12034110724925995,2023,South Asia
Uganda,4.432499885559082,0.7850960493087769,1.1435365676879883,0.20114894211292267,0.4253447353839874,0.051481470465660095,0.19745603203773499,2023,Sub-Saharan Africa
Chad,4.396599769592285,0.6220396757125854,0.9616597890853882,0.04345265030860901,0.39268815517425537,0.08765486627817154,0.2550949156284332,2023,Sub-Saharan Africa
Cambodia,4.393499851226807,1.02503502368927,1.023516058921814,0.28253212571144104,0.767534077167511,0.0514887273311615,0.17576763033866882,2023,Southeast Asia
Benin,4.373700141906738,0.9240769147872925,0.241819828748703,0.12437799572944641,0.4813438951969147,0.2531726062297821,0.11361587792634964,2023,Sub-Saharan Africa
Myanmar,4.372499942779541,1.0319167375564575,1.1250338554382324,0.26859521865844727,0.45976001024246216,0.19385148584842682,0.4000890254974365,2023,Southeast Asia
Bangladesh,4.282100200653076,1.1326640844345093,0.5131068229675293,0.354702889919281,0.6166136264801025,0.16538919508457184,0.1391410231590271,2023,South Asia
Gambia,4.279399871826172,0.7607241868972778,0.613659143447876,0.17355553805828094,0.285875141620636,0.033252350986003876,0.33184361457824707,2023,Sub-Saharan Africa
Mali,4.197800159454346,0.7633607387542725,0.6369125247001648,0.10551837831735611,0.44072335958480835,0.05949722230434418,0.1212945505976677,2023,Sub-Saharan Africa
Egypt,4.170499801635742,1.377242088317871,0.9719079732894897,0.3262195885181427,0.46679794788360596,0.24986493587493896,0.03829358145594597,2023,Middle East and North Africa
Togo,4.137400150299072,0.7698516249656677,0.6416472792625427,0.1612667590379715,0.3669990599155426,0.1355752795934677,0.1493128091096878,2023,Sub-Saharan Africa
Jordan,4.119800090789795,1.292441964149475,0.9797879457473755,0.43784815073013306,0.5169684290885925,0.17325633764266968,0.05601091682910919,2023,Middle East and North Africa
Ethiopia,4.09060001373291,0.7933301329612732,1.114328145980835,0.2497992068529129,0.4506298005580902,0.10059135407209396,0.28307774662971497,2023,Sub-Saharan Africa
Liberia,4.042300224304199,0.6276428699493408,0.6442357301712036,0.14085951447486877,0.4705756604671478,0.07093775272369385,0.21923191845417023,2023,Sub-Saharan Africa
India,4.035799980163574,1.1592427492141724,0.6741873025894165,0.2519409656524658,0.6854270696640015,0.11138423532247543,0.1749284863471985,2023,South Asia
Madagascar,4.019100189208984,0.6324694752693176,0.779421865940094,0.17764247953891754,0.18663491308689117,0.13413265347480774,0.17690710723400116,2023,Sub-Saharan Africa
Zambia,3.9821999073028564,0.9135203957557678,0.8896535038948059,0.09541583061218262,0.544572651386261,0.07988719642162323,0.18922153115272522,2023,Sub-Saharan Africa
Tanzania,3.6937999725341797,0.8358948826789856,0.786942183971405,0.21446597576141357,0.6071901917457581,0.26875507831573486,0.23407748341560364,2023,Sub-Saharan Africa
Comoros,3.5452001094818115,0.9137858152389526,0.3268284797668457,0.21510665118694305,0.11741076409816742,0.14475125074386597,0.1287686973810196,2023,Sub-Saharan Africa
Malawi,3.4951999187469482,0.6365268230438232,0.47856953740119934,0.1892317533493042,0.49023157358169556,0.12902875244617462,0.13921768963336945,2023,Sub-Saharan Africa
Botswana,3.43530011177063,1.4713940620422363,1.040647029876709,0.087047278881073,0.47986912727355957,0.07069367915391922,0.02127719298005104,2023,Sub-Saharan Africa
Congo (Kinshasa),3.207200050354004,0.530779242515564,0.7837467789649963,0.10475765913724899,0.3754723072052002,0.06828712671995163,0.18257318437099457,2023,NA
Zimbabwe,3.2035000324249268,0.7582786083221436,0.8805129528045654,0.06865278631448746,0.362508088350296,0.11711476743221283,0.11162655055522919,2023,Sub-Saharan Africa
Sierra Leone,3.1375999450683594,0.6696986556053162,0.5403425097465515,0.09181147813796997,0.37090742588043213,0.051076825708150864,0.19273065030574799,2023,Sub-Saharan Africa
Lebanon,2.392199993133545,1.4169986248016357,0.47593557834625244,0.39830833673477173,0.12277092039585114,0.027207810431718826,0.0608237087726593,2023,Middle East and North Africa
Afghanistan,1.8589999675750732,0.6445997953414917,0,0.08670428395271301,0,0.058644093573093414,0.09296496212482452,2023,South Asia
Finland,7.740699768066406,1.8440535068511963,1.5723668336868286,0.6947925686836243,0.8592941761016846,0.5461577773094177,0.14167433977127075,2024,Western Europe
Denmark,7.582699775695801,1.9077976942062378,1.520361304283142,0.6989444494247437,0.8227398991584778,0.5484128594398499,0.20357856154441833,2024,Western Europe
Iceland,7.525100231170654,1.8807179927825928,1.616525411605835,0.7183446884155273,0.8185086846351624,0.18247270584106445,0.25834378600120544,2024,Western Europe
Sweden,7.344099998474121,1.8781455755233765,1.500826120376587,0.7238714694976807,0.8382693529129028,0.523795485496521,0.2214551717042923,2024,Western Europe
Israel,7.341100215911865,1.8029335737228394,1.5127928256988525,0.7398161888122559,0.6414628624916077,0.1928226798772812,0.15320545434951782,2024,Middle East and North Africa
Netherlands,7.319399833679199,1.9006567001342773,1.4620469808578491,0.705882728099823,0.7250812649726868,0.3724209666252136,0.24736124277114868,2024,Western Europe
Norway,7.301700115203857,1.9519555568695068,1.5165399312973022,0.7037922143936157,0.8353757262229919,0.4839325547218323,0.2241426408290863,2024,Western Europe
Luxembourg,7.1219000816345215,2.1405189037323,1.3546255826950073,0.707603931427002,0.8012130856513977,0.4324110150337219,0.1456821858882904,2024,Western Europe
Switzerland,7.060200214385986,1.9702684879302979,1.4249322414398193,0.7467435002326965,0.7591595649719238,0.4976126551628113,0.1733064353466034,2024,Western Europe
Australia,7.0569000244140625,1.854258418083191,1.4610912799835205,0.6920179724693298,0.7562706470489502,0.3233519196510315,0.22520789504051208,2024,North America and ANZ
New Zealand,7.029200077056885,1.8103488683700562,1.5269402265548706,0.672621488571167,0.7455471754074097,0.4802168905735016,0.22608228027820587,2024,North America and ANZ
Costa Rica,6.955399990081787,1.5606451034545898,1.3730103969573975,0.6608455777168274,0.7965115308761597,0.1229485422372818,0.10850757360458374,2024,Latin America and Caribbean
Kuwait,6.951399803161621,1.8450720310211182,1.363654375076294,0.6611782908439636,0.8265801668167114,0.17166642844676971,0.19951944053173065,2024,Middle East and North Africa
Austria,6.904699802398682,1.8852653503417969,1.3363960981369019,0.6961738467216492,0.7027449011802673,0.3045547604560852,0.21388137340545654,2024,Western Europe
Canada,6.899600028991699,1.8397207260131836,1.4586304426193237,0.7010210156440735,0.7300763726234436,0.3682193458080292,0.23020142316818237,2024,North America and ANZ
Belgium,6.894199848175049,1.8680410385131836,1.4404232501983643,0.6899329423904419,0.7287610173225403,0.31080135703086853,0.17046746611595154,2024,Western Europe
Ireland,6.8379998207092285,2.128828525543213,1.3898677825927734,0.6996371746063232,0.7576206922531128,0.4181419312953949,0.2051975578069687,2024,Western Europe
Czechia,6.821800231933594,1.783191442489624,1.511010766029358,0.637978196144104,0.7865010499954224,0.06785252690315247,0.17684875428676605,2024,NA
Lithuania,6.817500114440918,1.7656822204589844,1.4535820484161377,0.5983978509902954,0.532685399055481,0.11584359407424927,0.0438363291323185,2024,Central and Eastern Europe
United Kingdom,6.749000072479248,1.8222154378890991,1.3261128664016724,0.6719276905059814,0.7131040692329407,0.3513416647911072,0.2665885388851166,2024,Western Europe
Slovenia,6.743299961090088,1.785599946975708,1.5022037029266357,0.6947828531265259,0.789495587348938,0.13059186935424805,0.1574997752904892,2024,Central and Eastern Europe
United Arab Emirates,6.733099937438965,1.9831197261810303,1.163949728012085,0.5625772476196289,0.8149963617324829,0.2583046853542328,0.2089317888021469,2024,Middle East and North Africa
United States,6.724800109863281,1.9388630390167236,1.3917354345321655,0.5424013733863831,0.5863540172576904,0.16915079951286316,0.22328564524650574,2024,North America and ANZ
Germany,6.718500137329102,1.8713324069976807,1.3896832466125488,0.7024111151695251,0.6998473405838013,0.36781448125839233,0.17416264116764069,2024,Western Europe
